# Suite Report: task78-turboquant-current-comparison

- config: `reviews/task-78/002-rabitq-suite-evidence/suite-turboquant-current.json`
- config_sha256: `44042e8da3842ef44ddc36c2c1a1f088de9d614fd0fd3ed706785c8a878c2843`
- dry_run: `false`
- steps: completed 9, failed 0, skipped 0, dry-run 0, missing artifacts 0, stale 0

| Step | Kind | Status | Duration ms | Artifacts |
| --- | --- | --- | ---: | --- |
| drop-task78-turboquant-database | raw | Succeeded | 16 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/drop-database.log` |
| create-task78-turboquant-database | raw | Succeeded | 75 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/create-database.log` |
| precheck-turboquant-host-and-extension | raw | Succeeded | 205 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/precheck-host-and-extension.log` |
| load-100k-turboquant-tg64-b0 | load | Succeeded | 280001 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/load-100k-turboquant-tg64-b0.log` |
| pipeline-100k-turboquant-tg64-b0 | spire-pipeline | Succeeded | 168475 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/pipeline-100k-turboquant-tg64-b0.log`<br>`/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/funnel-100k-turboquant-tg64-b0.jsonl` |
| rebuild-100k-turboquant-tg96-b0 | raw | Succeeded | 8371 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/rebuild-100k-turboquant-tg96-b0.log` |
| pipeline-100k-turboquant-tg96-b0 | spire-pipeline | Succeeded | 213861 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/pipeline-100k-turboquant-tg96-b0.log`<br>`/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/funnel-100k-turboquant-tg96-b0.jsonl` |
| rebuild-100k-turboquant-tg128-b0 | raw | Succeeded | 8243 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/rebuild-100k-turboquant-tg128-b0.log` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | Succeeded | 252503 | `/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/pipeline-100k-turboquant-tg128-b0.log`<br>`/home/peter/dev/ecaz/reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/funnel-100k-turboquant-tg128-b0.jsonl` |

## Parsed Results

| Step | Kind | Metric | Values |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=25600`, `next_blocker=none`, `nprobe=128`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=25600`, `remote_fanout_sum=0`, `route_sum=25600`, `status=ready`, `step=prefetch`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `blocked_sum=19995000`, `candidate_sum=20000000`, `heap_rerank_sum=0`, `item_sum=20000000`, `next_blocker=candidate_budget`, `nprobe=128`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=5000`, `remote_fanout_sum=0`, `route_sum=25600`, `status=truncated`, `step=candidates`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=5000`, `heap_rerank_sum=5000`, `item_sum=5000`, `next_blocker=none`, `nprobe=128`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=5000`, `remote_fanout_sum=0`, `route_sum=0`, `status=ready`, `step=heap_rerank`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `blocked_sum=0`, `candidate_sum=0`, `heap_rerank_sum=0`, `item_sum=0`, `next_blocker=none`, `nprobe=128`, `prefix=task78_turboquant_current_100k`, `queries=200`, `ready_sum=0`, `remote_fanout_sum=0`, `route_sum=0`, `status=not_applicable_local_scan`, `step=remote_fanout`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `candidate_sum=20000000`, `delta_decode_sum=0`, `delta_route_sum=0`, `leaf_route_sum=25600`, `local_store_id=0`, `node_id=0`, `nprobe=128`, `object_bytes_sum=16067043200`, `prefix=task78_turboquant_current_100k`, `queries=200`, `read_batch_sum=200`, `route_sum=25600`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `latency_max=191.547 ms`, `latency_min=158.836 ms`, `latency_p50=167.193 ms`, `latency_p95=176.838 ms`, `latency_p99=188.629 ms`, `nprobe=128`, `prefix=task78_turboquant_current_100k`, `queries=200`, `recall@k=1.0000`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| pipeline-100k-turboquant-tg128-b0 | spire-pipeline | spire-pipeline | `cancel_sum=0`, `candidate_p50=0.000 ms`, `candidate_p95=0.000 ms`, `candidate_query_sum=0`, `connect_p50=0.000 ms`, `connect_p95=0.000 ms`, `degraded_skip_sum=0`, `dispatch_sum=0`, `endpoint_identity_p50=0.000 ms`, `endpoint_identity_p95=0.000 ms`, `endpoint_identity_query_sum=0`, `heap_p50=0.000 ms`, `heap_p95=0.000 ms`, `heap_query_sum=0`, `merge_p50=0.000 ms`, `merge_p95=0.000 ms`, `nprobe=128`, `payload_bytes_sum=0`, `prefix=task78_turboquant_current_100k`, `profiles=200`, `remote_pid_sum=0`, `result_source=local_heap_candidates`, `returned_sum=2000`, `selected_pid_sum=25600`, `socket_open_sum=0`, `status=ready`, `storage_format=turboquant`, `suite_database=task78_spire_turboquant_current`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `timeout_sum=0`, `total_p50=163.000 ms`, `total_p95=175.000 ms` |

## SPIRE Connection Pooling Gate

| Step | nprobe | connect_p50_ms | connect_p95_ms | latency_p95_ms | connect_p95/read_p95 | decision |
| --- | ---: | ---: | ---: | ---: | ---: | --- |
| pipeline-100k-turboquant-tg64-b0 | 64 | 0.000 | 0.000 | 96.880 | 0.0000 | pooling_not_justified |
| pipeline-100k-turboquant-tg96-b0 | 96 | 0.000 | 0.000 | 140.492 | 0.0000 | pooling_not_justified |
| pipeline-100k-turboquant-tg128-b0 | 128 | 0.000 | 0.000 | 176.838 | 0.0000 | pooling_not_justified |
wrote reviews/task-78/002-rabitq-suite-evidence/artifacts/turboquant-current/report-results.jsonl
